id,title,price,currency,location,condition,brand,date_posted,url,scraped_at,brand_version,price_range,is_brand_new,title_length,ram_gb,storage_gb
4249,Vivo X100 Pro (Used),138000.0,LKR,Ampara,Used,Vivo,2 days,https://ikman.lk/en/ad/vivo-x100-pro-used-for-sale-ampara-8,2026-02-21 02:47:14,X100,100k-200k,0,20,,
4250,Baseus GaN5 Mini Fast Charger 1C 201 USB-C,3900.0,LKR,Colombo,Unknown,Other,2 days,https://ikman.lk/en/ad/baseus-gan5-mini-fast-charger-1c-201-usb-c-for-sale-colombo-2,2026-02-21 02:47:14,1C,<10k,0,42,,
4251,Apple iPhone SE 2 LL/A (Used),29500.0,LKR,Kalutara,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-se-2-ll-a-used-for-sale-kalutara-1,2026-02-21 02:47:14,2,10k-30k,0,29,,
4252,Bawie E5x Ture Wireless Earphone,9900.0,LKR,Colombo,Unknown,Other,2 days,https://ikman.lk/en/ad/bawie-e5x-ture-wireless-earphone-for-sale-colombo-2,2026-02-21 02:47:14,E5X,<10k,0,32,,
4253,Pixel 4A 5G for Parts,9000.0,LKR,Ratnapura,Unknown,Other,2 days,https://ikman.lk/en/ad/pixel-4a-5g-for-parts-for-sale-ratnapura,2026-02-21 02:47:14,4A,<10k,0,21,,
4254,Mangentic Mini Wireless Fast Charge Powerbank 20000Mah,13900.0,LKR,Colombo,Unknown,Other,2 days,https://ikman.lk/en/ad/mangentic-mini-wireless-fast-charge-powerbank-20000mah-for-sale-colombo-2,2026-02-21 02:47:14,20000MAH,10k-30k,0,54,,
4255,Xiaomi Redmi Note 8 (Used),18990.0,LKR,Ampara,Used,Xiaomi,2 days,https://ikman.lk/en/ad/xiaomi-redmi-note-8-used-for-sale-ampara-298,2026-02-21 02:47:14,8,10k-30k,0,26,,
4256,Realme 13 Pro 5G (Used),53000.0,LKR,Trincomalee,Used,Realme,2 days,https://ikman.lk/en/ad/realme-13-pro-5g-used-for-sale-trincomalee,2026-02-21 02:47:14,13,30k-60k,0,23,,
4257,Xiaomi Redmi 15C (Brand New),37490.0,LKR,Colombo,Brand New,Xiaomi,2 days,https://ikman.lk/en/ad/xiaomi-redmi-15c-brand-new-for-sale-colombo-160,2026-02-21 02:47:14,15C,30k-60k,1,28,,
4258,Google Pixel 10 Pro XL 256GB (Brand New),295000.0,LKR,Colombo,Brand New,Google,2 days,https://ikman.lk/en/ad/google-pixel-10-pro-xl-256gb-brand-new-for-sale-colombo-212,2026-02-21 02:47:14,10,>200k,1,40,,256.0
4259,Google Pixel 10 Pro 512GB (Brand New),315000.0,LKR,Colombo,Brand New,Google,2 days,https://ikman.lk/en/ad/google-pixel-10-pro-512gb-brand-new-for-sale-colombo-13,2026-02-21 02:47:14,10,>200k,1,37,,512.0
4260,Google Pixel 10 Pro 256GB (Brand New),278000.0,LKR,Colombo,Brand New,Google,2 days,https://ikman.lk/en/ad/google-pixel-10-pro-256gb-brand-new-for-sale-colombo-157,2026-02-21 02:47:14,10,>200k,1,37,,256.0
4261,Google Pixel 10 Pro 256GB (Brand New),249000.0,LKR,Colombo,Brand New,Google,2 days,https://ikman.lk/en/ad/google-pixel-10-pro-256gb-brand-new-for-sale-colombo-156,2026-02-21 02:47:14,10,>200k,1,37,,256.0
4262,Apple iPhone 8 Plus 256GB (Used),33000.0,LKR,Kandy,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-8-plus-256gb-used-for-sale-kandy-633,2026-02-21 02:47:17,8,30k-60k,0,32,,256.0
4263,Google Pixel 9 Pro XL 256GB (Brand New),235000.0,LKR,Colombo,Brand New,Google,2 days,https://ikman.lk/en/ad/google-pixel-9-pro-xl-256gb-brand-new-for-sale-colombo-114,2026-02-21 02:47:17,9,>200k,1,39,,256.0
4264,Google Pixel 9 Pro XL 128GB (Brand New),215000.0,LKR,Colombo,Brand New,Google,2 days,https://ikman.lk/en/ad/google-pixel-9-pro-xl-128gb-brand-new-for-sale-colombo-31,2026-02-21 02:47:17,9,>200k,1,39,,128.0
4265,Samsung Galaxy Watch 8 44MM Silver,68480.0,LKR,Colombo,Unknown,Samsung,2 days,https://ikman.lk/en/ad/samsung-galaxy-watch-8-44mm-silver-for-sale-colombo-4,2026-02-21 02:47:17,8,60k-100k,0,34,,
4266,Samsung Galaxy Watch Ultra Grey,97980.0,LKR,Colombo,Unknown,Samsung,2 days,https://ikman.lk/en/ad/samsung-galaxy-watch-ultra-grey-for-sale-colombo-8,2026-02-21 02:47:17,GALAXY,60k-100k,0,31,,
4267,Apple Watch Ultra 3 2025 Natural Blue Alpine,237480.0,LKR,Colombo,Unknown,Apple,2 days,https://ikman.lk/en/ad/apple-watch-ultra-3-2025-natural-blue-alpine-for-sale-colombo-6,2026-02-21 02:47:17,3,>200k,0,44,,
4268,Vivo Y19s 12GB 128GB (Used),32000.0,LKR,Puttalam,Used,Vivo,2 days,https://ikman.lk/en/ad/vivo-y19s-12gb-128gb-used-for-sale-puttalam,2026-02-21 02:47:17,Y19S,30k-60k,0,27,,12.0
4269,Nokia 2720 Flip 4G (Brand New),7500.0,LKR,Puttalam,Brand New,Nokia,2 days,https://ikman.lk/en/ad/nokia-2720-flip-4g-brand-new-for-sale-puttalam,2026-02-21 02:47:17,2720,<10k,1,30,,
4270,Apple Watch Ultra 2 2025 Natural Blue Alpine,192980.0,LKR,Colombo,Unknown,Apple,2 days,https://ikman.lk/en/ad/apple-watch-ultra-2-2025-natural-blue-alpine-for-sale-colombo-3,2026-02-21 02:47:17,2,100k-200k,0,44,,
4271,Digno 503KC (Used),6500.0,LKR,Kandy,Used,Other,2 days,https://ikman.lk/en/ad/digno-used-for-sale-kandy-2,2026-02-21 02:47:17,503KC,<10k,0,18,,
4272,Vivo Y93 (Used),6500.0,LKR,Jaffna,Used,Vivo,2 days,https://ikman.lk/en/ad/vivo-y93-used-for-sale-jaffna-103,2026-02-21 02:47:17,Y93,<10k,0,15,,
4273,Samsung Galaxy S24 FE 5G (Brand New),150000.0,LKR,Colombo,Brand New,Samsung,2 days,https://ikman.lk/en/ad/samsung-galaxy-s24-fe-5g-brand-new-for-sale-colombo-2,2026-02-21 02:47:17,S24,100k-200k,1,36,,
4274,Apple iPhone 14 128GB (Used),119000.0,LKR,Kandy,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-kandy-420,2026-02-21 02:47:17,14,100k-200k,0,28,,128.0
4275,Xiaomi Redmi A5 (Brand New),29490.0,LKR,Colombo,Brand New,Xiaomi,2 days,https://ikman.lk/en/ad/xiaomi-redmi-a5-brand-new-for-sale-colombo-85,2026-02-21 02:47:17,A5,10k-30k,1,27,,
4276,Realme C63 8GB 128GB FINGER (Used),30000.0,LKR,Puttalam,Used,Realme,2 days,https://ikman.lk/en/ad/realme-c63-8gb-128gb-finger-used-for-sale-puttalam,2026-02-21 02:47:17,C63,30k-60k,0,34,,8.0
4277,Vivo Y93 6GB/128GB (Used),9300.0,LKR,Colombo,Used,Vivo,2 days,https://ikman.lk/en/ad/vivo-y93-6gb-128gb-used-for-sale-colombo-8648,2026-02-21 02:47:17,Y93,<10k,0,25,,6.0
4278,Infinix Hot 60i (Used),25000.0,LKR,Colombo,Used,Infinix,2 days,https://ikman.lk/en/ad/infinix-hot-60i-used-for-sale-colombo-12,2026-02-21 02:47:17,60I,10k-30k,0,22,,
4279,Apple iPhone 11 (Used),55000.0,LKR,Gampaha,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-gampaha-4076,2026-02-21 02:47:17,11,30k-60k,0,22,,
4280,Apple iPhone SE 2 (Used),55000.0,LKR,Gampaha,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-se-2-red-used-for-sale-gampaha-53,2026-02-21 02:47:17,2,30k-60k,0,24,,
4281,Apple iPhone 8 (Used),22000.0,LKR,Kandy,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-8-used-for-sale-kandy-2182,2026-02-21 02:47:17,8,10k-30k,0,21,,
4282,iqoo Z9 Lite 6GB 128GB (Used),21999.0,LKR,Gampaha,Used,iQOO,2 days,https://ikman.lk/en/ad/iqoo-z9-lite-6gb-128gb-used-for-sale-gampaha,2026-02-21 02:47:17,Z9,10k-30k,0,29,,6.0
4283,Apple iPhone 13 Black (Used),97000.0,LKR,Gampaha,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-13-black-used-for-sale-gampaha-6,2026-02-21 02:47:17,13,60k-100k,0,28,,
4284,ZTE Blade A55 (Used),16000.0,LKR,Matara,Used,ZTE,2 days,https://ikman.lk/en/ad/zte-blade-a55-used-for-sale-matara-16,2026-02-21 02:47:17,A55,10k-30k,0,20,,
4285,Apple iPhone 15 (Used),140000.0,LKR,Batticaloa,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-15-yellow-used-for-sale-batticaloa,2026-02-21 02:47:17,15,100k-200k,0,22,,
4286,Nokia 235 4G Youtube/FB (Brand New),19990.0,LKR,Gampaha,Brand New,Nokia,2 days,https://ikman.lk/en/ad/nokia-235-4g-youtube-fb-brand-new-for-sale-gampaha,2026-02-21 02:47:17,235,10k-30k,1,35,,
4287,Oppo A1k (Used),10000.0,LKR,Ratnapura,Used,Oppo,2 days,https://ikman.lk/en/ad/oppo-a1k-good-condition-used-for-sale-ratnapura,2026-02-21 02:47:21,A1K,10k-30k,0,15,,
4288,Apple iPhone 13 Pro Max 512GB (Used),184999.0,LKR,Gampaha,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-13-pro-max-512gb-used-for-sale-gampaha-476,2026-02-21 02:47:21,13,100k-200k,0,36,,512.0
4289,Apple iPhone 16 Pro Max 2025 (Used),288000.0,LKR,Ampara,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-16-pro-max-2025-used-for-sale-ampara-2,2026-02-21 02:47:21,16,>200k,0,35,,
4290,Google Pixel 9 Pro 16GB/128GB (Brand New),213990.0,LKR,Colombo,Brand New,Google,2 days,https://ikman.lk/en/ad/google-pixel-9-pro-16gb-128gb-brand-new-for-sale-colombo-5,2026-02-21 02:47:21,9,>200k,1,41,,16.0
4291,Oppo A53 (Used),22500.0,LKR,Gampaha,Used,Oppo,2 days,https://ikman.lk/en/ad/oppo-a53-refurbished-for-sale-gampaha,2026-02-21 02:47:21,A53,10k-30k,0,15,,
4292,Google Pixel 6 128GB (Used),45000.0,LKR,Galle,Used,Google,2 days,https://ikman.lk/en/ad/google-pixel-6-128gb-used-for-sale-galle-4,2026-02-21 02:47:21,6,30k-60k,0,27,,128.0
4293,Apple iPhone 12 Pro (Used),77000.0,LKR,Colombo,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-12-pro-i-phone-used-for-sale-colombo-109,2026-02-21 02:47:21,12,60k-100k,0,26,,
4294,Google Pixel 8 Pro 12GB/128GB (Brand New),158990.0,LKR,Colombo,Brand New,Google,2 days,https://ikman.lk/en/ad/google-pixel-8-pro-12gb-128gb-brand-new-for-sale-colombo-42,2026-02-21 02:47:21,8,100k-200k,1,41,,12.0
4295,Apple iPhone 11 Pro (Used),60000.0,LKR,Jaffna,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-jaffna-250,2026-02-21 02:47:21,11,60k-100k,0,26,,
4296,Google Pixel 9a 8GB/256GB|01 (Brand New),148990.0,LKR,Colombo,Brand New,Google,2 days,https://ikman.lk/en/ad/google-pixel-9a-8gb-256gb01-brand-new-for-sale-colombo,2026-02-21 02:47:21,9A,100k-200k,1,40,,8.0
4297,Vivo Y93 2018 (Used),12500.0,LKR,Puttalam,Used,Vivo,2 days,https://ikman.lk/en/ad/vivo-y93-2018-used-for-sale-puttalam,2026-02-21 02:47:21,Y93,10k-30k,0,20,,
4298,Nokia 3210 4G Youtube/Fb (Brand New),19990.0,LKR,Gampaha,Brand New,Nokia,2 days,https://ikman.lk/en/ad/nokia-3210-4g-youtube-fb-brand-new-for-sale-gampaha,2026-02-21 02:47:21,3210,10k-30k,1,36,,
4299,Oppo A5x (Brand New),41490.0,LKR,Colombo,Brand New,Oppo,2 days,https://ikman.lk/en/ad/oppo-a5x-brand-new-for-sale-colombo-18,2026-02-21 02:47:21,A5X,30k-60k,1,20,,
4300,Google Pixel 9 12GB/128GB (Brand New),161990.0,LKR,Colombo,Brand New,Google,2 days,https://ikman.lk/en/ad/google-pixel-9-12gb-128gb-brand-new-for-sale-colombo-47,2026-02-21 02:47:21,9,100k-200k,1,37,,12.0
4301,Google Pixel 8 8GB|128GB (Brand New),138490.0,LKR,Colombo,Brand New,Google,2 days,https://ikman.lk/en/ad/google-pixel-8-8gb128gb-brand-new-for-sale-colombo-7,2026-02-21 02:47:21,8,100k-200k,1,36,,8.0
4302,Google Pixel 7 Pro 12GB/128GB (Brand New),116990.0,LKR,Colombo,Brand New,Google,2 days,https://ikman.lk/en/ad/google-pixel-7-pro-12gb-128gb-brand-new-for-sale-colombo-62,2026-02-21 02:47:21,7,100k-200k,1,41,,12.0
4303,Nokia X2-01 Finland 2011 (New),9990.0,LKR,Gampaha,Unknown,Nokia,2 days,https://ikman.lk/en/ad/nokia-x2-01-finland-2011-new-for-sale-gampaha,2026-02-21 02:47:21,X2,<10k,0,30,,
4304,Google Pixel 7 8GB/128GB (Brand New),98990.0,LKR,Colombo,Brand New,Google,2 days,https://ikman.lk/en/ad/google-pixel-7-8gb-128gb-brand-new-for-sale-colombo-12,2026-02-21 02:47:21,7,60k-100k,1,36,,8.0
4305,Samsung Galaxy A02s (Used),19000.0,LKR,Trincomalee,Used,Samsung,2 days,https://ikman.lk/en/ad/samsung-galaxy-a02s-used-for-sale-trincomalee,2026-02-21 02:47:21,A02S,10k-30k,0,26,,
4306,AIRPOD 3 2026 stock,72900.0,LKR,Colombo,Unknown,Other,2 days,https://ikman.lk/en/ad/airpod-3-2026-stock-for-sale-colombo,2026-02-21 02:47:21,3,60k-100k,0,19,,
4307,OnePlus 16GB/512GB (Brand New),259990.0,LKR,Colombo,Brand New,OnePlus,2 days,https://ikman.lk/en/ad/oneplus-16gb-512gb-brand-new-for-sale-colombo,2026-02-21 02:47:21,16GB,>200k,1,30,,16.0
4308,Apple iPhone 12 Pro Max (Used),59990.0,LKR,Kandy,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-kandy-1263,2026-02-21 02:47:21,12,30k-60k,0,30,,
4309,OnePlus 15|12GB|256GB (Brand New),239990.0,LKR,Colombo,Brand New,OnePlus,2 days,https://ikman.lk/en/ad/oneplus-1512gb256gb-brand-new-for-sale-colombo,2026-02-21 02:47:21,15,>200k,1,33,,12.0
4310,Haylou X1 Neo Semi Wireless Earbuds,4750.0,LKR,Colombo,Unknown,Other,2 days,https://ikman.lk/en/ad/haylou-x1-neo-semi-wireless-earbuds-for-sale-colombo-3,2026-02-21 02:47:21,X1,<10k,0,35,,
4311,Anker Soundcore P30i R50i ANC Earbuds With 4 Ai Noise Reduction Mics,6500.0,LKR,Colombo,Unknown,Other,2 days,https://ikman.lk/en/ad/anker-soundcore-p30i-r50i-anc-earbuds-with-4-ai-noise-reduction-mics-for-sale-colombo,2026-02-21 02:47:21,P30I,<10k,0,68,,
4312,Sandisk Ultra USB Type - C 64GB Pen Drive,3490.0,LKR,Colombo,Unknown,Other,2 days,https://ikman.lk/en/ad/sandisk-ultra-usb-type-c-64gb-pen-drive-for-sale-colombo-3,2026-02-21 02:47:25,64GB,<10k,0,41,,64.0
4313,HK10 HK11 Pro Max Plus Multi-funtional Smart Watch 2024 2025 Wearfit,7500.0,LKR,Colombo,Unknown,Other,2 days,https://ikman.lk/en/ad/hk10-hk11-pro-max-plus-multi-funtional-smart-watch-2024-2025-wearfit-for-sale-colombo-2,2026-02-21 02:47:25,2024,<10k,0,68,,
4314,Anker Soundcore P41i True Wireless Earbuds with 3000mAh Power Bank,18500.0,LKR,Colombo,Unknown,Other,2 days,https://ikman.lk/en/ad/anker-soundcore-p41i-true-wireless-earbuds-with-3000mah-power-bank-for-sale-colombo,2026-02-21 02:47:25,P41I,10k-30k,0,66,,
4315,CMF By Nothing Buds 2 Earbuds with Noice Cancellation,12499.0,LKR,Colombo,Unknown,Nothing,2 days,https://ikman.lk/en/ad/cmf-by-nothing-buds-2-earbuds-with-noice-cancellation-for-sale-colombo-5,2026-02-21 02:47:25,2,10k-30k,0,53,,
4316,Vivo V27 (Used),23500.0,LKR,Kurunegala,Used,Vivo,2 days,https://ikman.lk/en/ad/vivo-v27-y27-phone-used-for-sale-kurunegala,2026-02-21 02:47:25,V27,10k-30k,0,15,,
4317,CMF By Nothing Buds Pro 2 With Hybrid ANC,14500.0,LKR,Colombo,Unknown,Nothing,2 days,https://ikman.lk/en/ad/cmf-by-nothing-buds-pro-2-with-hybrid-anc-for-sale-colombo-27,2026-02-21 02:47:25,2,10k-30k,0,41,,
4318,Apple iPhone 8 Plus 256GB (Used),33000.0,LKR,Kandy,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-8-plus-256gb-used-for-sale-kandy-634,2026-02-21 02:47:25,8,30k-60k,0,32,,256.0
4319,Anker Soundcore R50i and R50iNC EarBuds Silicon Cases Pouch,599.0,LKR,Colombo,Unknown,Other,2 days,https://ikman.lk/en/ad/anker-soundcore-r50i-and-r50inc-earbuds-silicon-cases-pouch-for-sale-colombo-1,2026-02-21 02:47:25,R50I,<10k,0,59,,
4320,OnePlus 13|16GB|512GB (Brand New),231990.0,LKR,Colombo,Brand New,OnePlus,2 days,https://ikman.lk/en/ad/oneplus-1316gb512gb-brand-new-for-sale-colombo-2,2026-02-21 02:47:25,13,>200k,1,33,,16.0
4321,Apple iPhone 13 Pro Max 128GB Jj (Used),164999.0,LKR,Gampaha,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-13-pro-max-128gb-jj-used-for-sale-gampaha,2026-02-21 02:47:25,13,100k-200k,0,39,,128.0
4322,Apple iPhone 13 Pro Max 512GB (Used),184999.0,LKR,Gampaha,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-13-pro-max-512gb-used-for-sale-gampaha-478,2026-02-21 02:47:25,13,100k-200k,0,36,,512.0
4323,Apple iPhone 13 Pro Max 1TB (Used),194999.0,LKR,Gampaha,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-13-pro-max-1tb-used-for-sale-gampaha-228,2026-02-21 02:47:25,13,100k-200k,0,34,,1024.0
4324,Samsung Galaxy A07 (Used),28000.0,LKR,Kurunegala,Used,Samsung,2 days,https://ikman.lk/en/ad/samsung-galaxy-a07-brand-new-for-sale-kurunegala-2,2026-02-21 02:47:25,A07,10k-30k,0,25,,
4325,Apple iPhone 13 Pro Max 256GB (Used),174999.0,LKR,Gampaha,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-13-pro-max-256gb-used-for-sale-gampaha-2635,2026-02-21 02:47:25,13,100k-200k,0,36,,256.0
4326,Samsung Galaxy S23 Ultra (Used),147000.0,LKR,Matale,Used,Samsung,2 days,https://ikman.lk/en/ad/samsung-galaxy-s23-ultra-s23ultra-used-for-sale-matale,2026-02-21 02:47:25,S23,100k-200k,0,31,,
4327,Apple iPhone 13 Pro Max 128GB (Used),164999.0,LKR,Gampaha,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-13-pro-max-128gb-used-for-sale-gampaha-1261,2026-02-21 02:47:25,13,100k-200k,0,36,,128.0
4328,OnePlus 15R|16GB|512GB (Brand New),189990.0,LKR,Colombo,Brand New,OnePlus,2 days,https://ikman.lk/en/ad/oneplus-15r16gb512gb-brand-new-for-sale-colombo,2026-02-21 02:47:25,15R,100k-200k,1,34,,16.0
4329,Apple iPhone 13 Pro Max 128GB (Used),164999.0,LKR,Gampaha,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-13-pro-max-128gb-used-for-sale-gampaha-1262,2026-02-21 02:47:25,13,100k-200k,0,36,,128.0
4330,Samsung Galaxy S23 Ultra (Used),115000.0,LKR,Colombo,Used,Samsung,2 days,https://ikman.lk/en/ad/samsung-galaxy-s23-ultra-used-for-sale-colombo-448,2026-02-21 02:47:25,S23,100k-200k,0,31,,
4331,OnePlus 15R|12GB|256GB (Brand New),174990.0,LKR,Colombo,Brand New,OnePlus,2 days,https://ikman.lk/en/ad/oneplus-15r12gb256gb-brand-new-for-sale-colombo,2026-02-21 02:47:25,15R,100k-200k,1,34,,12.0
4332,Apple iPhone 14 Pro (Used),155000.0,LKR,Colombo,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-14-pro-used-for-sale-colombo-1543,2026-02-21 02:47:25,14,100k-200k,0,26,,
4333,Apple iPhone 14 Pro 256GB (Used),182000.0,LKR,Colombo,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-colombo-3240,2026-02-21 02:47:25,14,100k-200k,0,32,,256.0
4334,Samsung Galaxy Note 20 2022 (Used),45000.0,LKR,Colombo,Used,Samsung,2 days,https://ikman.lk/en/ad/samsung-galaxy-note-20-2022-used-for-sale-colombo,2026-02-21 02:47:25,20,30k-60k,0,34,,
4335,Apple iPhone 13 Pro 5G (Used),118000.0,LKR,Colombo,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-13-pro-5g-used-for-sale-colombo-17,2026-02-21 02:47:25,13,100k-200k,0,29,,
4336,Xiaomi Redmi 15C (Used),37000.0,LKR,Kandy,Used,Xiaomi,2 days,https://ikman.lk/en/ad/xiaomi-redmi-15c-hyper-os-used-for-sale-kandy,2026-02-21 02:47:25,15C,30k-60k,0,23,,
4337,OnePlus 13S|12GB|256GB (Brand New),171990.0,LKR,Colombo,Brand New,OnePlus,2 days,https://ikman.lk/en/ad/oneplus-13s12gb256gb-brand-new-for-sale-colombo,2026-02-21 02:47:28,13S,100k-200k,1,34,,12.0
4338,Realme 12 Plus 5G (Used),42000.0,LKR,Trincomalee,Used,Realme,2 days,https://ikman.lk/en/ad/realme-12-plus-5g-used-for-sale-trincomalee-3,2026-02-21 02:47:28,12,30k-60k,0,24,,
4339,Apple iPhone 11 Pro (Used),75000.0,LKR,Hambantota,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-hambantota-186,2026-02-21 02:47:28,11,60k-100k,0,26,,
4340,OnePlus Nord 13R|12GB|256GB (Brand New),139990.0,LKR,Colombo,Brand New,OnePlus,2 days,https://ikman.lk/en/ad/oneplus-nord-13r12gb256gb-brand-new-for-sale-colombo-4,2026-02-21 02:47:28,13R,100k-200k,1,39,,12.0
4341,Xiaomi Redmi Note 14 Pro Plus 5G 12GB 512GB (Used),79990.0,LKR,Gampaha,Used,Xiaomi,2 days,https://ikman.lk/en/ad/xiaomi-redmi-note-14-pro-plus-5g-12gb-512gb-used-for-sale-gampaha-5,2026-02-21 02:47:28,14,60k-100k,0,50,,12.0
4342,Apple iPhone 12 Pro 256 GB Yy (Used),107999.0,LKR,Gampaha,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-12-pro-256-gb-yy-used-for-sale-gampaha-2,2026-02-21 02:47:28,12,100k-200k,0,36,,256.0
4343,Apple iPhone 13 Pro 256GB (Used),139999.0,LKR,Gampaha,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-used-for-sale-gampaha-3344,2026-02-21 02:47:28,13,100k-200k,0,32,,256.0
4344,Apple Watch 8,85000.0,LKR,Gampaha,Unknown,Apple,2 days,https://ikman.lk/en/ad/apple-watch-8-for-sale-gampaha,2026-02-21 02:47:28,8,60k-100k,0,13,,
4345,Oppo A5x (Brand New),34490.0,LKR,Colombo,Brand New,Oppo,2 days,https://ikman.lk/en/ad/oppo-a5x-brand-new-for-sale-colombo-17,2026-02-21 02:47:28,A5X,30k-60k,1,20,,
4346,Apple iPhone 13 Pro Max 256GB (Used),159999.0,LKR,Colombo,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-13-pro-max-256gb-used-for-sale-colombo-4943,2026-02-21 02:47:28,13,100k-200k,0,36,,256.0
4347,Apple iPhone 13 128GB (Used),100100.0,LKR,Colombo,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11509,2026-02-21 02:47:28,13,100k-200k,0,28,,128.0
4348,Apple iPhone 13 mini 256GB (Used),90100.0,LKR,Colombo,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-13-mini-256gb-used-for-sale-colombo-299,2026-02-21 02:47:28,13,60k-100k,0,33,,256.0
4349,Xiaomi Redmi Note 14 Pro Plus 5G|12GB/512GB (Brand New),112490.0,LKR,Colombo,Brand New,Xiaomi,2 days,https://ikman.lk/en/ad/xiaomi-redmi-note-14-pro-plus-5g12gb-512gb-brand-new-for-sale-colombo-13,2026-02-21 02:47:28,14,100k-200k,1,55,,12.0
4350,Macdodo HP 004 NC Airpods,6990.0,LKR,Colombo,Unknown,Other,2 days,https://ikman.lk/en/ad/macdodo-hp-004-nc-airpods-for-sale-colombo,2026-02-21 02:47:28,004,<10k,0,25,,
4351,Xiaomi Redmi Note 14 5G|8GB/256GB (Brand New),74990.0,LKR,Colombo,Brand New,Xiaomi,2 days,https://ikman.lk/en/ad/xiaomi-redmi-note-14-5g8gb-256gb-brand-new-for-sale-colombo-15,2026-02-21 02:47:28,14,60k-100k,1,45,,8.0
4352,Apple iPhone 13 mini 256GB (Used),94999.0,LKR,Colombo,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-13-mini-256gb-used-for-sale-colombo-298,2026-02-21 02:47:28,13,60k-100k,0,33,,256.0
4353,Apple iPhone 13 mini 128GB (Used),85100.0,LKR,Colombo,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-13-mini-128gb-used-for-sale-colombo-785,2026-02-21 02:47:28,13,60k-100k,0,33,,128.0
4354,Macdodo HP330 Earpods,11984.0,LKR,Colombo,Unknown,Other,2 days,https://ikman.lk/en/ad/macdodo-hp330-earpods-for-sale-colombo,2026-02-21 02:47:28,MACDODO,10k-30k,0,21,,
4355,Apple iPhone 12 128GB (Used),80100.0,LKR,Colombo,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-colombo-9703,2026-02-21 02:47:28,12,60k-100k,0,28,,128.0
4356,Apple iPhone 12 Pro 256GB (Used),102000.0,LKR,Colombo,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-colombo-10427,2026-02-21 02:47:28,12,100k-200k,0,32,,256.0
4357,Apple iPhone 12 Pro 128GB (Used),98100.0,LKR,Colombo,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-12-pro-128gb-used-for-sale-colombo-5611,2026-02-21 02:47:28,12,60k-100k,0,32,,128.0
4358,XO-G28 Mirror Wireless Stereo Earphones,5496.0,LKR,Colombo,Unknown,Other,2 days,https://ikman.lk/en/ad/xo-g28-mirror-wireless-stereo-earphones-for-sale-colombo,2026-02-21 02:47:28,G28,<10k,0,39,,
4359,Apple iPhone 12 mini 128GB (Used),65100.0,LKR,Colombo,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-12-mini-128gb-used-for-sale-colombo-1617,2026-02-21 02:47:28,12,60k-100k,0,33,,128.0
4360,Apple iPhone 11 Pro Max 256GB (Used),90090.0,LKR,Colombo,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-11-pro-max-256gb-used-for-sale-colombo-6468,2026-02-21 02:47:28,11,60k-100k,0,36,,256.0
4361,Apple iPhone 11 128GB (Used),65090.0,LKR,Colombo,Used,Apple,2 days,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-19027,2026-02-21 02:47:28,11,60k-100k,0,28,,128.0
